year,region,atc,gender,age_group,num_prescriptions,num_patients,per_1000,narcotic_class
2019,7,N05BA12,1,15,292,30,"51,33",IV
2019,7,N05CC01,2,15,0,0,0,V
2019,7,N05CD02,3,18,129,21,"21,46",IV
2019,7,N05CF01,2,4,13,11,"2,42",V
2019,7,N06BA02,2,15,0,0,0,II
2019,7,N06BA12,3,2,31,12,"2,51",II
2019,7,N07BC01,1,12,0,0,0,IV
2019,7,N07BC02,1,7,0,0,0,II
2019,7,R05DA09,3,12,0,0,0,V
2019,8,A04AD10,3,3,0,0,0,II
2019,8,M03BA02,2,14,0,0,0,IV
2019,8,N01AH06,3,99,0,0,0,II
2019,8,N01AH51,3,8,0,0,0,II
2019,8,N02AX06,3,2,0,0,0,II
2019,8,N02BG10,2,11,0,0,0,II
2019,8,N02CA72,2,11,0,0,0,IV
2019,8,N02CA72,1,3,0,0,0,IV
2019,8,N03AA02,3,10,0,0,0,IV
2019,8,N05BA02,2,3,0,0,0,IV
2019,8,N05BA05,3,9,0,0,0,IV
2019,8,N05BC01,2,11,0,0,0,IV
2019,8,N05CD02,2,14,60,12,"7,62",IV
2019,8,N05CF01,2,13,2395,538,"308,04",V
2019,8,N06AX27,2,9,0,0,0,IV
2019,8,N06BA12,2,10,323,27,"43,68",II
2019,8,N06BA12,1,4,406,88,"57,48",II
2019,8,R05DA04,3,14,113,24,"7,14",III
2019,8,R05DA04,3,12,85,25,"5,57",III
2019,8,R05DA09,3,2,0,0,0,V
2019,9,A04AD10,2,11,0,0,0,II
2019,9,A04AD10,1,13,0,0,0,II
2019,9,A04AD10,3,3,0,0,0,II
2019,9,N01AH06,1,6,0,0,0,II
2019,9,N01AH51,3,3,0,0,0,II
2019,9,N01AX14,3,16,0,0,0,IV
2019,9,N02AD01,3,11,0,0,0,III
2019,9,N02AE01,2,1,0,0,0,IV
2019,9,N02AJ06,3,12,517,144,"133,42",III
2019,9,N02AX02,2,5,1,1,"0,69",III
2019,9,N03AA02,2,3,0,0,0,IV
2019,9,N05BA01,2,2,1,1,"0,62",IV
2019,9,N05BA06,3,10,1,1,"0,28",IV
2019,9,N05BA12,2,11,28,9,"13,11",IV
2019,9,N05CM02,1,6,0,0,0,V
2019,9,N06BA07,3,16,31,2,"10,22",IV
2019,9,N06BA11,2,6,0,0,0,II
2019,9,R05DA09,2,9,0,0,0,V
2019,9,R05DA20,1,4,4,2,"2,48",II
2019,9,R05FB02,3,3,0,0,0,III
2020,0,N01AF01,2,9,0,0,0,V
2020,0,N01AX03,1,14,10,3,"0,04",IV
2020,0,N02AA55,2,10,4597,2066,"13,98",II
2020,0,N02AB03,1,16,5197,995,"25,32",II
2020,0,N02AC54,3,15,0,0,0,III
2020,0,N02AG02,2,5,67,48,"0,24",II
2020,0,N02AG04,3,4,0,0,0,II
2020,0,N02AJ08,3,3,0,0,0,III
2020,0,N02AJ08,1,14,0,0,0,III
2020,0,N02AJ13,2,5,0,0,0,III
2020,0,N05BA12,3,12,18824,1869,"30,36",IV
2020,0,N05CD08,2,1,520,255,"1,78",IV
2020,0,N05CF01,1,18,147971,18561,1569,V
2020,0,N05CF01,1,1,0,0,0,V
2020,0,N05CM02,1,17,9968,1317,"81,99",V
2020,0,N06AX27,2,18,0,0,0,IV
2020,0,N06BA02,3,4,1923,704,"3,38",II
2020,0,N06BA04,3,7,63751,6918,"89,05",II
2020,0,N06BA13,3,2,0,0,0,IV
2020,0,N07BC01,2,17,2,2,"0,01",IV
2020,1,A08AA51,2,16,0,0,0,II
2020,1,N01AF01,3,14,0,0,0,V
2020,1,N01AX03,2,6,0,0,0,IV
2020,1,N02AA05,1,18,13326,2010,"853,46",II
2020,1,N02AA55,1,17,2008,454,"97,56",II
2020,1,N02AB02,3,16,3,1,"0,04",II
2020,1,N02AB02,3,6,0,0,0,II
2020,1,N02AB03,1,17,351,68,"17,05",II
2020,1,N02AC04,2,12,0,0,0,III
2020,1,N02AG04,2,4,0,0,0,II
2020,1,N02AJ06,3,16,9024,3286,"112,62",III
2020,1,N02AX02,1,1,0,0,0,III
2020,1,N02BG10,2,6,17,4,"0,18",II
2020,1,N03AA02,1,99,1590,149,"1,34",IV
2020,1,N03AX24,2,5,0,0,0,II
2020,1,N05BA05,3,16,0,0,0,IV
2020,1,N05BA12,1,3,2,2,"0,03",IV
2020,1,N06AX27,1,7,0,0,0,IV
2020,1,N06BA04,3,14,1545,130,"15,14",II
2020,1,N06BA12,3,14,816,89,"7,99",II
2020,10,M03BA52,3,8,0,0,0,IV
2020,10,N02AB01,1,17,15,6,"6,09",II
2020,10,N02AB03,3,1,0,0,0,II
2020,10,N02AJ13,1,15,0,0,0,III
2020,10,N02BF02,2,2,0,0,0,V
2020,10,N03AA02,3,5,0,0,0,IV
2020,10,N05BA04,1,3,0,0,0,IV
2020,10,N05BA05,3,16,0,0,0,IV
2020,10,N05BA05,1,3,0,0,0,IV
2020,10,N05BA08,2,14,0,0,0,IV
2020,10,N05BA09,1,16,0,0,0,IV
2020,10,N05CD08,1,7,7,3,"1,42",IV
2020,10,N05CM02,1,10,34,1,"6,71",V
2020,10,N06BA04,3,9,557,48,"60,64",II
2020,10,N06BA07,2,99,178,23,"2,28",IV
2020,10,N07BC01,2,15,0,0,0,IV
2020,10,N07BC02,2,12,5,1,"1,05",II
2020,10,R05DA04,3,12,57,11,"5,84",III
2020,10,R05DA20,1,1,4,4,"0,94",II
2020,10,R05FB02,3,10,3,2,"0,3",III
2020,12,M03BA02,2,15,0,0,0,IV
2020,12,N02AA05,2,8,3995,975,"90,86",II
2020,12,N02AA55,1,11,344,166,"7,62",II
2020,12,N02AA59,2,99,0,0,0,III
2020,12,N02AA59,3,14,0,0,0,III
2020,12,N02AB03,2,4,0,0,0,II
2020,12,N02AC04,3,12,0,0,0,III
2020,12,N02AD01,2,7,0,0,0,III
2020,12,N02AD01,2,10,0,0,0,III
2020,12,N02AE01,1,12,248,32,"6,09",IV
2020,12,N02AJ13,2,11,0,0,0,III
2020,12,N02BF02,2,6,985,103,"20,36",V
2020,12,N03AA02,2,12,22,5,"0,54",IV
2020,12,N03AA02,2,99,731,81,"1,06",IV
2020,12,N05BA02,2,10,0,0,0,IV
2020,12,N05BC01,2,5,0,0,0,IV
2020,12,N05CD05,1,8,0,0,0,IV
2020,12,N06BA02,3,11,465,60,"5,21",II
2020,12,N06BA04,2,2,665,126,"15,88",II
2020,12,R05DA20,3,16,98,65,"1,74",II
2020,13,A07DA01,3,15,0,0,0,II
2020,13,A08AA51,3,99,0,0,0,II
2020,13,N02AA03,3,8,0,0,0,II
2020,13,N02AA55,3,2,0,0,0,II
2020,13,N02AA55,2,13,111,52,"11,45",II
2020,13,N02AA59,2,15,0,0,0,III
2020,13,N02AC04,2,6,0,0,0,III
2020,13,N02AG01,1,11,20,19,"1,75",II
2020,13,N02AJ06,2,9,686,204,"69,79",III
2020,13,N05BA02,2,13,0,0,0,IV
2020,13,N05BA02,1,1,0,0,0,IV
2020,13,N05BA05,2,2,0,0,0,IV
2020,13,N05BA12,1,5,25,5,"2,65",IV
2020,13,N05CD08,1,15,11,8,"1,14",IV
2020,13,N05CD08,3,9,16,11,"0,81",IV
2020,13,N06BA04,3,10,1632,149,"74,67",II
2020,13,N06BA12,2,7,1177,136,"119,46",II
2020,13,N07BC51,3,7,76,6,"3,8",IV
2020,13,R05DA20,3,2,139,131,"6,67",II
2020,13,R05FB02,1,15,0,0,0,III
2020,14,A03CA02,2,17,2,1,"0,08",IV
2020,14,A07DA01,3,14,0,0,0,II
2020,14,M03BA02,2,6,0,0,0,IV
2020,14,N02AA01,2,9,195,94,"3,8",II
2020,14,N02AA05,2,8,5106,1301,"95,28",II
2020,14,N02AA59,2,8,0,0,0,III
2020,14,N02AC54,1,3,0,0,0,III
2020,14,N02AJ08,3,1,0,0,0,III
2020,14,N03AA02,3,99,5040,371,"2,92",IV
2020,14,N03AX24,2,9,0,0,0,II
2020,14,N05BA02,3,16,0,0,0,IV
2020,14,N05BA05,1,16,0,0,0,IV
2020,14,N05BA08,3,1,0,0,0,IV
2020,14,N05CD05,3,4,0,0,0,IV
2020,14,N06BA04,2,12,1899,155,"37,02",II
2020,14,N06BA11,2,6,0,0,0,II
2020,14,N07BC01,1,7,273,22,"4,25",IV
2020,14,N07BC05,1,10,0,0,0,II
2020,14,N07XX04,3,15,0,0,0,II
2020,14,R05FA02,3,10,3094,2574,"28,2",III
2020,17,A07DA02,2,14,5,1,"0,57",II
2020,17,N01AF01,2,14,0,0,0,V
2020,17,N01AH02,3,17,0,0,0,II
2020,17,N01AH51,2,1,0,0,0,II
2020,17,N01AX03,2,13,0,0,0,IV
2020,17,N02AE01,2,3,0,0,0,IV
2020,17,N02AE01,2,8,47,3,"6,3",IV
2020,17,N02AJ08,3,15,0,0,0,III
2020,17,N02AJ08,1,16,0,0,0,III
2020,17,N02CA72,3,16,0,0,0,IV
2020,17,N05BA04,2,1,0,0,0,IV
2020,17,N05BA08,2,14,0,0,0,IV
2020,17,N05BA12,3,2,0,0,0,IV
2020,17,N05CC01,3,2,0,0,0,V
2020,17,N06BA11,2,2,0,0,0,II
2020,17,N07BC51,2,9,0,0,0,IV
2020,17,N07XX59,2,13,0,0,0,V
2020,17,N07XX59,2,11,0,0,0,V
2020,17,R05DA09,2,99,0,0,0,V
2020,17,R05FB02,1,3,0,0,0,III
2020,18,A04AD10,3,5,0,0,0,II
2020,18,N01AH01,2,4,0,0,0,II
2020,18,N01AX03,2,15,0,0,0,IV
2020,18,N02AA59,2,15,0,0,0,III
2020,18,N02AG02,3,99,289,39,"0,95",II
2020,18,N03AA02,2,14,45,5,"5,32",IV
2020,18,N03AA02,3,9,0,0,0,IV
2020,18,N05BA05,1,16,0,0,0,IV
2020,18,N05BA12,1,14,81,7,"9,8",IV
2020,18,N05BA12,2,10,163,15,"16,94",IV
2020,18,N05BC01,3,13,0,0,0,IV
2020,18,N05CD02,3,8,3,2,"0,17",IV
2020,18,N05CD05,1,8,0,0,0,IV
2020,18,N05CD05,2,10,0,0,0,IV
2020,18,N05CD08,1,15,8,6,"0,93",IV
2020,18,N05CM02,3,4,9,1,"0,53",V
2020,18,N06BA04,2,15,6,1,"0,66",II
2020,18,N06BA07,1,8,13,4,"1,44",IV
2020,18,N06BA07,2,11,45,8,"4,71",IV
2020,18,N06BA11,2,3,0,0,0,II
2020,19,A03CA02,3,17,0,0,0,IV
2020,19,N01AH03,1,10,0,0,0,II
2020,19,N01AX03,2,3,0,0,0,IV
2020,19,N01AX14,2,3,0,0,0,IV
2020,19,N02AA55,3,12,419,166,"24,42",II
2020,19,N02AC04,3,8,0,0,0,III
2020,19,N02AC54,1,4,0,0,0,III
2020,19,N02AD01,1,18,0,0,0,III
2020,19,N02AJ08,2,12,0,0,0,III
2020,19,N02CA72,2,17,0,0,0,IV
2020,19,N05BA02,1,15,0,0,0,IV
2020,19,N05BA05,3,12,0,0,0,IV
2020,19,N05CF02,1,1,0,0,0,IV
2020,19,N05CF02,3,11,2469,427,"131,47",IV
2020,19,N05CM02,2,12,2,2,"0,24",V
2020,19,N05CM02,2,14,18,4,"2,38",V
2020,19,N06BA02,1,15,0,0,0,II
2020,19,N06BA11,3,5,0,0,0,II
2020,19,N07BC01,1,13,29,2,"3,72",IV
2020,19,R05DA09,2,10,0,0,0,V
2020,20,A03CA02,2,2,0,0,0,IV
2020,20,A07DA02,3,11,33,4,"1,77",II
2020,20,M03BA52,2,4,0,0,0,IV
2020,20,N02AA05,3,11,2525,563,"135,75",II
2020,20,N02AB03,2,8,38,3,"5,04",II
2020,20,N02AC04,1,1,0,0,0,III
2020,20,N02AG01,2,18,12,8,"2,11",II
2020,20,N02AG02,1,4,0,0,0,II
2020,20,N02AJ09,1,16,34,9,"4,71",III
2020,20,N02BF02,3,5,63,14,"4,38",V
2020,20,N03AA02,3,16,88,10,"6,02",IV
2020,20,N03AA02,3,1,7,2,"0,44",IV
2020,20,N05BA01,1,8,146,23,"18,22",IV
2020,20,N05BA02,1,4,0,0,0,IV
2020,20,N05BA04,1,1,0,0,0,IV
2020,20,N05CD02,2,12,41,5,"4,59",IV
2020,20,N06BA11,3,16,0,0,0,II
2020,20,N06BA13,3,15,0,0,0,IV
2020,20,N07BC02,3,1,0,0,0,II
2020,20,N07BC51,2,10,4,1,"0,47",IV
2020,21,A07DA02,1,11,5,1,"0,5",II
2020,21,A08AA51,1,6,0,0,0,II
2020,21,N01AH03,1,15,0,0,0,II
2020,21,N02AA01,3,9,77,29,"5,02",II
2020,21,N02AA01,3,11,238,55,"12,28",II
2020,21,N02AA55,3,5,58,39,"3,9",II
2020,21,N02AD01,3,7,0,0,0,III
2020,21,N02AX06,2,10,45,7,"4,98",II
2020,21,N02BF02,1,4,7,1,"0,83",V
2020,21,N02BF02,1,18,432,36,"141,69",V
2020,21,N02CA72,3,10,0,0,0,IV
2020,21,N05BC01,3,99,0,0,0,IV
2020,21,N05CD08,1,18,26,16,"8,53",IV
2020,21,N05CM02,3,17,790,111,"85,09",V
2020,21,N06BA01,2,1,0,0,0,II
2020,21,N07BC01,3,2,0,0,0,IV
2020,21,N07BC01,3,12,48,7,"2,61",IV
2020,21,N07BC02,1,5,4,1,"0,5",II
2020,21,N07BC51,1,4,0,0,0,IV
2020,21,N07XX59,2,99,8,1,"0,06",V
2020,22,N01AF01,3,5,0,0,0,V
2020,22,N01AF01,1,1,0,0,0,V
2020,22,N01AH01,1,16,0,0,0,II
2020,22,N01AH02,2,3,0,0,0,II
2020,22,N02AA55,3,8,44,20,"3,31",II
2020,22,N02AA59,2,1,0,0,0,III
2020,22,N02AB03,1,8,4,1,"0,58",II
2020,22,N02AG01,1,1,0,0,0,II
2020,22,N02AJ08,1,11,0,0,0,III
2020,22,N02CA72,2,11,0,0,0,IV
2020,22,N03AA02,3,99,421,32,"1,72",IV
2020,22,N03AE01,3,15,204,37,"12,58",IV
2020,22,N05BA04,2,16,2652,401,"415,41",IV
2020,22,N05BA09,3,10,30,2,"1,94",IV
2020,22,N05BA12,3,2,0,0,0,IV
2020,22,N05BC01,3,14,0,0,0,IV
2020,22,N06AX27,1,17,0,0,0,IV
2020,22,N06BA07,3,15,37,7,"2,28",IV
2020,22,N07XX59,3,11,0,0,0,V
2020,22,R05DA04,3,7,13,7,"0,9",III
2020,23,A04AD10,3,11,0,0,0,II
2020,23,N01AH03,3,15,0,0,0,II
2020,23,N01AH06,3,7,0,0,0,II
2020,23,N02AB01,3,2,0,0,0,II
2020,23,N02AC04,1,1,0,0,0,III
2020,23,N02AD01,1,99,0,0,0,III
2020,23,N02CA72,2,1,0,0,0,IV
2020,23,N03AE01,1,7,75,8,"17,74",IV
2020,23,N05BA01,1,16,84,19,"27,33",IV
2020,23,N05BA02,2,7,0,0,0,IV
2020,23,N05BA06,2,2,0,0,0,IV
2020,23,N05BA08,3,14,0,0,0,IV
2020,23,N05BA12,2,12,110,20,"27,49",IV
2020,23,N05CC01,1,6,0,0,0,V
2020,23,N05CD08,1,16,14,8,"4,56",IV
2020,23,N05CM02,1,13,31,3,"7,61",V
2020,23,N07BC02,2,2,0,0,0,II
2020,23,R05DA09,1,8,0,0,0,V
2020,23,R05DA20,3,8,3,2,"0,41",II
2020,23,R05FB02,2,9,0,0,0,III
2020,24,A07DA02,1,10,17,1,"2,09",II
2020,24,N01AX14,3,4,0,0,0,IV
2020,24,N01AX14,1,18,0,0,0,IV
2020,24,N02AA03,2,3,0,0,0,II
2020,24,N02AA05,2,5,163,109,"18,55",II
2020,24,N02AA55,3,6,49,17,"2,34",II
2020,24,N02AB01,1,12,20,12,"2,53",II
2020,24,N02AB03,2,13,116,14,"14,61",II
2020,24,N02AG04,3,18,0,0,0,II
2020,24,N02AG04,1,5,0,0,0,II
2020,24,N02AJ08,3,7,0,0,0,III
2020,24,N05BA08,1,7,0,0,0,IV
2020,24,N05BA09,2,3,7,1,"0,95",IV
2020,24,N05CC01,1,7,0,0,0,V
2020,24,N05CM02,3,18,1693,258,"232,65",V
2020,24,N06BA07,3,11,26,6,"1,56",IV
2020,24,N07BC05,1,15,0,0,0,II
2020,24,N07XX04,2,1,0,0,0,II
2020,24,R05DA09,2,13,0,0,0,V
2020,24,R05DA09,3,8,0,0,0,V
2020,25,A08AA51,1,8,0,0,0,II
2020,25,N01AH02,2,17,0,0,0,II
2020,25,N01AH02,2,10,0,0,0,II
2020,25,N02AA01,3,3,3,3,"0,23",II
2020,25,N02AA01,2,4,13,10,"2,04",II
2020,25,N02AA55,1,1,0,0,0,II
2020,25,N02AA59,1,10,0,0,0,III
2020,25,N02AB01,1,3,0,0,0,II
2020,25,N02AB03,3,5,0,0,0,II
2020,25,N02AC04,1,18,0,0,0,III
2020,25,N02AD01,1,8,0,0,0,III
2020,25,N02AE01,3,10,222,32,"14,52",IV
2020,25,N02AJ08,3,17,0,0,0,III
2020,25,N02AJ13,1,14,0,0,0,III
2020,25,N05BA04,1,7,186,59,"22,57",IV
2020,25,N05BA05,1,11,0,0,0,IV
2020,25,N05BA09,1,10,0,0,0,IV
2020,25,N06BA04,2,11,308,26,"37,68",II
2020,25,N06BA04,1,4,1378,253,"197,73",II
2020,25,R05DA04,2,11,57,13,"6,97",III
2020,3,A03CA02,3,4,0,0,0,IV
2020,3,A07DA01,1,5,0,0,0,II
2020,3,M03BA02,3,2,0,0,0,IV
2020,3,M03BA02,2,6,0,0,0,IV
2020,3,N02AB01,2,5,5,4,"0,36",II
2020,3,N02AG04,3,7,0,0,0,II
2020,3,N02AJ08,3,17,0,0,0,III
2020,3,N02AJ09,3,7,68,18,"2,45",III
2020,3,N02AJ09,3,17,70,14,"7,91",III
2020,3,N03AA02,1,7,0,0,0,IV
2020,3,N05BA01,3,3,33,13,"1,47",IV
2020,3,N05CM02,1,10,8,2,"0,67",V
2020,3,N06AX27,2,5,0,0,0,IV
2020,3,N06AX27,1,3,0,0,0,IV
2020,3,N06BA07,1,12,44,7,"4,06",IV
2020,3,N06BA11,3,10,0,0,0,II
2020,3,N06BA13,2,18,0,0,0,IV
2020,3,N07BC01,1,3,0,0,0,IV
2020,3,N07BC05,2,18,0,0,0,II
2020,3,R05DA20,1,99,227,177,"1,18",II
2020,4,A04AD10,3,7,0,0,0,II
2020,4,A07DA01,1,17,0,0,0,II
2020,4,A08AA51,3,10,0,0,0,II
2020,4,N01AH02,3,3,0,0,0,II
2020,4,N01AH06,2,16,0,0,0,II
2020,4,N01AH51,3,5,0,0,0,II
2020,4,N02AB02,1,5,0,0,0,II
2020,4,N02AG04,3,99,0,0,0,II
2020,4,N02AX01,2,14,0,0,0,II
2020,4,N02AX01,2,2,0,0,0,II
2020,4,N03AX24,2,11,0,0,0,II
2020,4,N05BA12,3,11,159,20,"8,1",IV
2020,4,N05CC01,3,1,0,0,0,V
2020,4,N05CF01,3,7,1197,279,"66,96",V
2020,4,N06BA01,3,2,0,0,0,II
2020,4,N06BA04,1,11,332,27,"33,1",II
2020,4,N07BC02,3,11,211,11,"10,74",II
2020,4,N07BC05,1,13,0,0,0,II
2020,4,N07XX04,2,8,0,0,0,II
2020,4,R05DA04,3,99,301,69,"1,01",III
2020,5,A03CA02,1,12,0,0,0,IV
2020,5,A07DA01,3,10,0,0,0,II
2020,5,A08AA51,3,2,0,0,0,II
2020,5,N01AH51,1,10,0,0,0,II
2020,5,N02AC04,1,15,0,0,0,III
2020,5,N02AD01,2,15,0,0,0,III
2020,5,N02AG01,1,15,26,15,"2,08",II
2020,5,N03AX24,2,17,0,0,0,II
2020,5,N05BA04,1,9,735,102,"52,9",IV
2020,5,N05BA04,3,11,2797,430,"92,68",IV
2020,5,N05CD03,2,18,12,2,"1,51",II
2020,5,N05CD05,1,14,0,0,0,IV
2020,5,N05CD08,3,15,36,20,"1,4",IV
2020,5,N06BA02,3,3,18,10,"0,66",II
2020,5,N06BA04,1,12,275,24,"19,69",II
2020,5,N06BA07,3,1,0,0,0,IV
2020,5,N06BA11,3,99,0,0,0,II
2020,5,N06BA12,3,4,2037,428,"78,83",II
2020,5,N07BC05,1,17,0,0,0,II
2020,5,R05DA04,3,18,126,46,"10,13",III
2020,6,M03BA02,2,12,0,0,0,IV
2020,6,N01AF01,2,13,0,0,0,V
2020,6,N01AH01,1,5,0,0,0,II
2020,6,N01AH03,2,18,0,0,0,II
2020,6,N01AH03,1,17,0,0,0,II
2020,6,N02AA05,1,17,2952,539,"662,92",II
2020,6,N02AC04,3,11,0,0,0,III
2020,6,N02AC04,1,13,0,0,0,III
2020,6,N02AJ06,2,6,389,210,"33,03",III
2020,6,N02AJ08,2,6,0,0,0,III
2020,6,N02BG10,2,7,0,0,0,II
2020,6,N05BA05,3,15,0,0,0,IV
2020,6,N05BA05,3,8,0,0,0,IV
2020,6,N05CC01,1,18,0,0,0,V
2020,6,N05CD02,1,12,117,7,"10,56",IV
2020,6,N05CD02,1,99,1158,110,"6,28",IV
2020,6,N05CD03,2,3,0,0,0,II
2020,6,N06BA12,3,13,472,23,"23,51",II
2020,6,N07XX59,3,18,0,0,0,V
2020,6,R05FA02,2,17,176,132,"30,28",III
2020,7,N01AF01,2,10,0,0,0,V
2020,7,N01AH02,1,7,0,0,0,II
2020,7,N02AA01,2,99,1159,332,"11,75",II
2020,7,N02AE01,3,9,72,13,"6,01",IV
2020,7,N02AJ13,2,17,0,0,0,III
2020,7,N02AJ13,1,4,0,0,0,III
2020,7,N02CA72,1,6,0,0,0,IV
2020,7,N02CA72,3,10,0,0,0,IV
2020,7,N05BA05,2,4,0,0,0,IV
2020,7,N05BA12,1,17,111,13,"42,48",IV
2020,7,N05BC01,2,2,0,0,0,IV
2020,7,N05CD08,1,15,15,12,"2,65",IV
2020,7,N06BA01,3,2,0,0,0,II
2020,7,N06BA02,1,7,23,4,"3,41",II
2020,7,N07BC02,2,13,36,3,"6,62",II
2020,7,N07BC05,1,6,0,0,0,II
2020,7,N07XX04,2,3,0,0,0,II
2020,7,N07XX04,1,4,9,1,"1,47",II
2020,7,R05DA20,2,2,25,20,"4,12",II
2020,7,R05FB02,1,13,1,1,"0,18",III
2020,8,N01AH02,2,4,0,0,0,II
2020,8,N01AH03,1,6,0,0,0,II
2020,8,N01AH03,2,11,0,0,0,II
2020,8,N01AX03,2,13,0,0,0,IV
2020,8,N02AA01,2,6,34,26,"4,72",II
2020,8,N02AA03,3,18,0,0,0,II
2020,8,N02AA05,1,3,21,15,"3,01",II
2020,8,N02AA59,3,1,0,0,0,III
2020,8,N02AD01,3,2,0,0,0,III
2020,8,N02AG04,1,4,0,0,0,II
2020,8,N02BG10,3,99,76,18,"0,31",II
2020,8,N03AA02,3,7,3,1,"0,21",IV
2020,8,N03AX24,1,1,0,0,0,II
2020,8,N05CD03,1,14,0,0,0,II
2020,8,N05CF01,2,9,1094,170,"171,58",V
2020,8,N06AX27,3,17,0,0,0,IV
2020,8,N06BA04,3,8,1891,158,"146,19",II
2020,8,N06BA13,2,14,0,0,0,IV
2020,8,R05DA09,3,7,0,0,0,V
2020,8,R05DA09,3,15,0,0,0,V
2020,9,A07DA02,2,15,0,0,0,II
2020,9,A07DA02,2,5,0,0,0,II
2020,9,A07DA02,2,10,0,0,0,II
2020,9,N01AH02,1,3,0,0,0,II
2020,9,N02AA59,2,16,0,0,0,III
2020,9,N02AB01,2,17,9,2,"8,33",II
2020,9,N02AB01,1,18,14,1,"21,71",II
2020,9,N02AG04,1,10,0,0,0,II
2020,9,N02AJ06,2,2,0,0,0,III
2020,9,N02AX06,1,4,0,0,0,II
2020,9,N03AE01,3,14,103,7,"25,24",IV
2020,9,N03AX24,1,8,0,0,0,II
2020,9,N05BC01,1,10,0,0,0,IV
2020,9,N05CM02,3,12,85,6,"21,09",V
2020,9,N06BA01,1,3,0,0,0,II
2020,9,N06BA07,2,8,2,1,"1,33",IV
2020,9,N07BC01,1,7,19,2,"11,75",IV
2020,9,N07BC02,3,99,451,30,"7,56",II
2020,9,R05DA20,1,10,1,1,"0,55",II
2020,9,R05FA02,2,9,55,46,"34,42",III
2021,0,A04AD10,2,9,10,2,"0,03",II
2021,0,A07DA01,2,3,0,0,0,II
2021,0,A08AA51,3,3,0,0,0,II
2021,0,M03BA52,2,7,0,0,0,IV
2021,0,M03BA52,2,13,0,0,0,IV
2021,0,N01AF01,3,11,0,0,0,V
2021,0,N01AH03,1,11,0,0,0,II
2021,0,N01AH06,3,12,0,0,0,II
2021,0,N02AA01,3,6,2116,1180,"2,95",II
2021,0,N02AA03,1,10,28,4,"0,08",II
2021,0,N02AA05,3,8,51500,14872,"78,18",II
2021,0,N02AE01,2,13,5797,1229,"20,43",IV
2021,0,N02AG02,2,5,129,114,"0,47",II
2021,0,N02AJ06,2,11,41457,11478,"125,8",III
2021,0,N02AX02,3,2,0,0,0,III
2021,0,N05BA02,1,2,0,0,0,IV
2021,0,N06BA11,1,18,0,0,0,II
2021,0,N06BA13,2,5,0,0,0,IV
2021,0,N07BC01,2,16,0,0,0,IV
2021,0,N07XX59,3,8,2,1,0,V
2021,1,A07DA01,1,1,0,0,0,II
2021,1,A08AA51,1,12,0,0,0,II
2021,1,N01AH02,3,3,0,0,0,II
2021,1,N01AH06,1,9,0,0,0,II
2021,1,N01AH51,3,14,0,0,0,II
2021,1,N02AA55,2,15,3305,1103,"61,47",II
2021,1,N02AB03,3,2,0,0,0,II
2021,1,N02AD01,2,5,0,0,0,III
2021,1,N02AG01,1,13,1,1,"0,02",II
2021,1,N02AG04,3,11,53,1,"0,34",II
2021,1,N02AJ06,1,12,6799,2653,"92,44",III
2021,1,N02AX02,2,6,335,173,"3,74",III
2021,1,N02CA72,3,12,0,0,0,IV
2021,1,N03AE01,1,10,596,68,"6,97",IV
2021,1,N05BA12,2,11,856,130,"11,04",IV
2021,1,N05BA12,2,17,485,67,"17,54",IV
2021,1,N05BC01,1,99,0,0,0,IV
2021,1,N07BC51,3,17,0,0,0,IV
2021,1,N07XX04,2,14,0,0,0,II
2021,1,R05DA04,3,1,0,0,0,III
2021,10,A07DA02,3,12,0,0,0,II
2021,10,A08AA51,1,3,0,0,0,II
2021,10,M03BA02,3,9,0,0,0,IV
2021,10,N01AH01,2,1,0,0,0,II
2021,10,N01AH01,3,10,0,0,0,II
2021,10,N01AH06,3,99,0,0,0,II
2021,10,N02AA59,1,6,0,0,0,III
2021,10,N02AC04,2,8,0,0,0,III
2021,10,N02BF02,3,11,528,55,"49,96",V
2021,10,N03AA02,2,13,0,0,0,IV
2021,10,N05BA05,2,4,0,0,0,IV
2021,10,N05BA09,2,8,26,1,"6,27",IV
2021,10,N05BA09,1,3,17,3,"3,49",IV
2021,10,N05BC01,2,2,0,0,0,IV
2021,10,N05CD02,1,99,69,11,"0,85",IV
2021,10,N05CD02,2,2,0,0,0,IV
2021,10,N05CF01,2,15,2460,489,"494,87",V
2021,10,N05CF02,1,17,490,96,"194,29",IV
2021,10,N07BC02,3,6,40,3,"4,2",II
2021,10,N07XX04,3,9,0,0,0,II
2021,12,A07DA01,2,10,0,0,0,II
2021,12,M03BA52,1,3,0,0,0,IV
2021,12,N01AH01,2,7,0,0,0,II
2021,12,N01AH03,1,5,0,0,0,II
2021,12,N01AH51,2,12,0,0,0,II
2021,12,N02AA03,2,7,0,0,0,II
2021,12,N02AB02,3,4,0,0,0,II
2021,12,N02AJ09,3,15,1075,191,"15,13",III
2021,12,N02AJ09,2,4,6,4,"0,16",III
2021,12,N02AX06,2,6,86,8,"1,82",II
2021,12,N05BA04,1,9,1715,482,"38,24",IV
2021,12,N05BA06,3,11,295,52,"3,33",IV
2021,12,N05BA08,1,11,0,0,0,IV
2021,12,N05BA08,2,12,0,0,0,IV
2021,12,N05BA12,1,16,420,69,"14,62",IV
2021,12,N05BA12,3,2,0,0,0,IV
